dt_implant;cd_item;ds_nacional;Agrupamento_Item;ds_item;ds_voltagem;Família_(grupos);classificacao_fiscal;cd_ean;DUN-14;Múltiplo_Pedido;peso_bruto;aliquota_ipi;tipo_exclusividade;Origem;BU;Familia_Comercial
2015-03-17;926902000;WAP PISTOLA DE PINTURA EPP400;WAP PISTOLA DE PINTURA EPP400;WAP PISTOLA DE PINTURA WAP EPP400 220V;220V;Ferramentas;84242000;7898152180571;;1;1.8;3.25;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - pintura/soprador
2015-03-17;926901000;WAP PISTOLA DE PINTURA EPP400;WAP PISTOLA DE PINTURA EPP400;WAP PISTOLA DE PINTURA WAP EPP400 127V;127V;Ferramentas;84242000;7898152180588;;1;1.6;3.25;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - pintura/soprador
2023-07-19;FW009638;WAP PARAF. FURAD. WF 700K10;WAP PARAF. FURAD. WF 700K10;"WAP PARAFUSADEIRA E FURADEIRA DE IMPACTO 3/8"" WF 700K10 220V";220V;Ferramentas;84672992;7899831313129;;1;2.7;5.2;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - paraf/furad/mart
2023-07-19;FW009637;WAP PARAF. FURAD. WF 700K10;WAP PARAF. FURAD. WF 700K10;"WAP PARAFUSADEIRA E FURADEIRA DE IMPACTO 3/8"" WF 700K10 127V";127V;Ferramentas;84672992;7899831313112;;1;2.7;5.2;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - paraf/furad/mart
2023-11-14;FW010097;WAP PARAF. FURAD. WF 700FE;WAP PARAF. FURAD. WF 700FE;"WAP PARAFUSADEIRA E FURADEIRA DE IMPACTO 3/8"" WF 700FE 220V";;Ferramentas;84672992;7899831331109;;1;2.7;5.2;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - paraf/furad/mart
2023-11-14;FW010096;WAP PARAF. FURAD. WF 700FE;WAP PARAF. FURAD. WF 700FE;"WAP PARAFUSADEIRA E FURADEIRA DE IMPACTO 3/8"" WF 700FE 127V";;Ferramentas;84672992;7899831331093;;1;2.7;5.2;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - paraf/furad/mart
2023-10-30;FW009488W;WAP PARAFUSADEIRA 3/8'' K21 ID02;WAP PARAFUSADEIRA 3/8'' K21 ID02;"WAP PARAFUSADEIRA E FURADEIRA DE IMPACTO 3/8"" K21 ID02";;Ferramentas;84672992;7899831312405;;1;2.5;5.2;EXCLUSIVO;Estrangeira;DIY;ferramenta - paraf/furad/mart
2023-06-02;FW009488;WAP PARAFUSADEIRA 3/8'' K21 ID02;WAP PARAFUSADEIRA 3/8'' K21 ID02;"WAP PARAFUSADEIRA E FURADEIRA DE IMPACTO 3/8"" K21 ID02";;Ferramentas;84672992;7899831331895;;1;2.5;5.2;EXCLUSIVO;Estrangeira;DIY;ferramenta - paraf/furad/mart
2023-05-26;FW009461;"WAP PARAFUSADEIRA 3/8"" K21 ID01";"WAP PARAFUSADEIRA 3/8"" K21 ID01";"WAP PARAFUSADEIRA E FURADEIRA DE IMPACTO 3/8"" K21 ID01";;Ferramentas;84672992;7899831312634;;1;2.5;5.2;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - paraf/furad/mart
2022-05-09;FW008914;WAP PARAFUSADEIRA 12V BPF 12K4;WAP PARAFUSADEIRA 12V BPF 12K4;WAP PARAFUSADEIRA E FURADEIRA COM IMPACTO WAP BPFI 12K4;12v;Ferramentas;84672992;7899831310685;;1;1.8;5.2;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - paraf/furad/mart
2021-11-26;FW008649;WAP PARAFUSADEIRA 12V BPF 12K3;WAP PARAFUSADEIRA 12V BPF 12K3;WAP PARAFUSADEIRA E FURADEIRA 12V WAP BPF 12K3;12v;Ferramentas;84672992;7899831309771;;1;1.6;5.2;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - paraf/furad/mart
2023-03-24;FW009424;WAP PARAF E FURAD.12V BPF 12K3 BLACK;WAP PARAF E FURAD.12V BPF 12K3 BLACK;WAP PARAFUSADEIRA E FURADEIRA 12V BPF 12K3 BLACK;12v;Ferramentas;84672992;7899831312214;;1;1.6;5.2;EXCLUSIVO;Estrangeira;DIY;ferramenta - paraf/furad/mart
2023-05-26;FW009462;WAP PARAFUSADEIRA 1/2'' K21 ID03;WAP PARAFUSADEIRA 1/2'' K21 ID03;WAP PARAFUSADEIRA E FURADEIRA 1/2'' K21 ID03;;Ferramentas;84672992;7899831312412;;1;2.3;5.2;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - paraf/furad/mart
2024-06-14;FW010592;WAP PARAF E FURA DE IMPACT WF 12K4.2;WAP PARAF E FURA DE IMPACT WF 12K4.2;WAP PARAF. E FURAD. DE IMPACTO 12V WF 12K4.2;;Ferramentas;84672992;7899831338788;;1;1.95;5.2;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - paraf/furad/mart
2024-06-14;FW010590;WAP PARAF. E FURAD. 12V WF 12K3.2;WAP PARAF. E FURAD. 12V WF 12K3.2;WAP PARAF. E FURAD. 12V WF 12K3.2;;Ferramentas;84672992;7899831338634;;1;1.6;5.2;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - paraf/furad/mart
2024-07-19;FW010698;WAP PARAF. FURAD. WF 700K10 W2;WAP PARAF. FURAD. WF 700K10 W2;"WAP PARAF E FURAD DE IMPACTO 3/8"" WF 700K10 W2 220V";;Ferramentas;84672992;7899831338078;;1;2.7;5.2;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - paraf/furad/mart
2024-07-19;FW010697;WAP PARAF. FURAD.DE IMP WF 700K10 W2;WAP PARAF. FURAD.DE IMP WF 700K10 W2;"WAP PARAF E FURAD DE IMPACTO 3/8"" WF 700K10 W2 127V";;Ferramentas;84672992;7899831338061;;1;2.7;5.2;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - paraf/furad/mart
2024-07-18;FW010694;WAP PARAF. FURAD. DE IMP WF 700FE W2;WAP PARAF. FURAD. DE IMP WF 700FE W2;"WAP PARAF E FURAD DE IMPACTO 3/8"" WF 700FE W2 220V";;Ferramentas;84672992;7899831338054;;1;2.7;5.2;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - paraf/furad/mart
2024-07-18;FW010693;WAP PARAF. FURAD. DE IMP WF 700FE W2;WAP PARAF. FURAD. DE IMP WF 700FE W2;"WAP PARAF E FURAD DE IMPACTO 3/8"" WF 700FE W2 127V";;Ferramentas;84672992;7899831338047;;1;2.7;5.2;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - paraf/furad/mart
2024-07-19;FW010706;WAP PARAF. FURAD. WF 700K13;WAP PARAF. FURAD. WF 700K13;"WAP PARAF E FURAD DE IMPACTO 1/2"" WF 700K13 220V";;Ferramentas;84672992;7899831338115;;1;2.7;5.2;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - paraf/furad/mart
2024-07-19;FW010705;WAP PARAF. FURAD. WF 700K13;WAP PARAF. FURAD. WF 700K13;"WAP PARAF E FURAD DE IMPACTO 1/2"" WF 700K13 127V";;Ferramentas;84672992;7899831338108;;1;2.7;5.2;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - paraf/furad/mart
2024-07-19;FW010702;WAP PARAF. FURAD. WF 700 FE13;WAP PARAF. FURAD. WF 700 FE13;"WAP PARAF E FURAD DE IMPACTO 1/2"" WF 700 FE13 220V";;Ferramentas;84672992;7899831338092;;1;2.7;5.2;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - paraf/furad/mart
2024-07-19;FW010701;WAP PARAF. FURAD. WF 700 FE13;WAP PARAF. FURAD. WF 700 FE13;"WAP PARAF E FURAD DE IMPACTO 1/2"" WF 700 FE13 127V";;Ferramentas;84672992;7899831338085;;1;2.7;5.2;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - paraf/furad/mart
2024-07-19;FW010710;WAP PARAF. FURAD. WF 1000FE;WAP PARAF. FURAD. WF 1000FE;"WAP PARAF E FURAD DE IMPACTO 1/2"" WF 1000FE 220V";;Ferramentas;84672992;7899831338139;;1;2.7;5.2;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - paraf/furad/mart
2024-07-19;FW010709;WAP PARAF. FURAD. WF 1000FE;WAP PARAF. FURAD. WF 1000FE;"WAP PARAF E FURAD DE IMPACTO 1/2"" WF 1000FE 127V";;Ferramentas;84672992;7899831338122;;1;2.7;5.2;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - paraf/furad/mart
2025-07-10;FW012309;WAP PANELA DE PRESS PROSDOCIMO WPPE3;WAP PANELA DE PRESS PROSDOCIMO WPPE3;WAP PANELA PRESSÃO ELÉTRICA PROSDÓCIMO WPPE3 220V;;Cozinha;85167910;7899831344314;;1;5.79;7.8;CATALOGO ABERTO;Estrangeira;SDA - COOKING & BEAUTY;cozinha
2025-07-10;FW012308;WAP PANELA DE PRESS PROSDOCIMO WPPE3;WAP PANELA DE PRESS PROSDOCIMO WPPE3;WAP PANELA PRESSÃO ELÉTRICA PROSDÓCIMO WPPE3 127V;;Cozinha;85167910;7899831344307;;1;5.79;7.8;CATALOGO ABERTO;Estrangeira;SDA - COOKING & BEAUTY;cozinha
2023-06-07;FW009528;WAP PANELA PRESSÃO PROSDOCIMO WPPE1;WAP PANELA PRESSÃO PROSDOCIMO WPPE1;WAP PANELA PRESSÃO ELÉTRICA PROSDOCIMO WPPE1 220V;220V;Cozinha;85167910;7899831312696;;1;5.79;7.8;CATALOGO ABERTO;Estrangeira;SDA - COOKING & BEAUTY;cozinha
2023-06-07;FW009527;WAP PANELA PRESSÃO PROSDOCIMO WPPE1;WAP PANELA PRESSÃO PROSDOCIMO WPPE1;WAP PANELA PRESSÃO ELÉTRICA PROSDOCIMO WPPE1 127V;127V;Cozinha;85167910;7899831312689;;1;5.79;7.8;CATALOGO ABERTO;Estrangeira;SDA - COOKING & BEAUTY;cozinha
2024-01-31;FW010157;WAP PANELA PRESSÃO 5L WPPE2;WAP PANELA PRESSÃO 5L WPPE2;WAP PANELA PRESSÃO 5L PROSDÓCIMO WPPE2 220V;220V;Cozinha;85167910;7899831332878;;1;5;7.8;CATALOGO ABERTO;Estrangeira;SDA - COOKING & BEAUTY;cozinha
2023-12-20;FW010156;WAP PANELA PRESSÃO 5L WPPE2;WAP PANELA PRESSÃO 5L WPPE2;WAP PANELA PRESSÃO 5L PROSDÓCIMO WPPE2 127V;;Cozinha;85167910;7899831332861;;1;5.79;7.8;CATALOGO ABERTO;Estrangeira;SDA - COOKING & BEAUTY;cozinha
2024-11-21;FW011383;WAP PANELA DE PRESSÃO TOUCH WPPE6;WAP PANELA DE PRESSÃO TOUCH WPPE6;WAP PANELA DE PRESSÃO TOUCH WPPE6 220V;;Cozinha;85167910;7899831342181;;1;5.79;7.8;CATALOGO ABERTO;Estrangeira;SDA - COOKING & BEAUTY;cozinha
2024-11-21;FW011382;WAP PANELA DE PRESSÃO TOUCH WPPE6;WAP PANELA DE PRESSÃO TOUCH WPPE6;WAP PANELA DE PRESSÃO TOUCH WPPE6 127V;;Cozinha;85167910;7899831342174;;1;5.79;7.8;CATALOGO ABERTO;Estrangeira;SDA - COOKING & BEAUTY;cozinha
2024-03-15;FW010356;WAP PANELA DE ARROZ ELÉTRICA WRC1000;WAP PANELA DE ARROZ ELÉTRICA WRC1000;WAP PANELA DE ARROZ ELÉTRICA 1L PROSDÓCIMO WRC1000 220V;;Cozinha;85167910;7899831335527;;1;5;7.8;CATALOGO ABERTO;Estrangeira;SDA - COOKING & BEAUTY;cozinha
2024-03-15;FW010355;WAP PANELA DE ARROZ ELÉTRICA WRC1000;WAP PANELA DE ARROZ ELÉTRICA WRC1000;WAP PANELA DE ARROZ ELÉTRICA 1L PROSDÓCIMO WRC1000 127V;;Cozinha;85167910;7899831335510;;1;5.79;7.8;CATALOGO ABERTO;Estrangeira;SDA - COOKING & BEAUTY;cozinha
2023-06-02;FW009478;WAP OUSADA WL 2610 ULTRA;WAP OUSADA WL 2610 ULTRA;WAP OUSADA WL 2610 ULTRA 220V;220V;Lavadoras;84243010;7899831312573;;1;7.5;0;CATALOGO ABERTO;Estrangeira;DIY;lavadora - ocasional
2023-06-02;FW009477;WAP OUSADA WL 2610 ULTRA;WAP OUSADA WL 2610 ULTRA;WAP OUSADA WL 2610 ULTRA 127V;127V;Lavadoras;84243010;7899831312566;;1;7.5;0;CATALOGO ABERTO;Estrangeira;DIY;lavadora - ocasional
2023-06-02;FW009474;WAP OUSADA WL 2610;WAP OUSADA WL 2610;WAP OUSADA WL 2610 220V;220V;Lavadoras;84243010;7899831312559;;1;7.5;0;CATALOGO ABERTO;Estrangeira;DIY;lavadora - ocasional
2023-06-02;FW009473;WAP OUSADA WL 2610;WAP OUSADA WL 2610;WAP OUSADA WL 2610 127V;127V;Lavadoras;84243010;7899831312542;;1;7.5;0;CATALOGO ABERTO;Estrangeira;DIY;lavadora - ocasional
2023-05-25;FW009458;WAP OUSADA WL 2600 ULTRA;WAP OUSADA WL 2600 ULTRA;WAP OUSADA WL 2600 ULTRA 220V;220V;Lavadoras;84243010;7899831312375;;1;7.5;0;EXCLUSIVO;Estrangeira;DIY;lavadora - ocasional
2023-05-25;FW009457;WAP OUSADA WL 2600 ULTRA;WAP OUSADA WL 2600 ULTRA;WAP OUSADA WL 2600 ULTRA 127V;127V;Lavadoras;84243010;7899831312368;;1;7.5;0;EXCLUSIVO;Estrangeira;DIY;lavadora - ocasional
2023-05-25;FW009456;WAP OUSADA WL 2600;WAP OUSADA WL 2600;WAP OUSADA WL 2600 220V;220V;Lavadoras;84243010;7899831312351;;1;7.5;0;EXCLUSIVO;Estrangeira;DIY;lavadora - ocasional
2023-05-25;FW009455;WAP OUSADA WL 2600;WAP OUSADA WL 2600;WAP OUSADA WL 2600 127V;127V;Lavadoras;84243010;7899831312344;;1;7.5;0;EXCLUSIVO;Estrangeira;DIY;lavadora - ocasional
2016-02-03;FW005357;WAP OUSADA;WAP OUSADA;WAP OUSADA PLUS 2200 220V;220V;Lavadoras;84243010;7898152180625;;1;6.5;0;CATALOGO ABERTO;Estrangeira;DIY;lavadora - ocasional
2016-02-03;FW005356;WAP OUSADA;WAP OUSADA;WAP OUSADA PLUS 2200 127V;127V;Lavadoras;84243010;7898152180618;;1;6.5;0;CATALOGO ABERTO;Estrangeira;DIY;lavadora - ocasional
2018-07-16;FW006238;WAP OUSADA BLACK;WAP OUSADA BLACK;WAP OUSADA BLACK 2200 220V;220V;Lavadoras;84243010;7898152188287;;1;6.5;0;EXCLUSIVO;Estrangeira;DIY;lavadora - ocasional
2018-07-16;FW006237;WAP OUSADA BLACK;WAP OUSADA BLACK;WAP OUSADA BLACK 2200 127V;127V;Lavadoras;84243010;7898152188270;;1;6.5;0;EXCLUSIVO;Estrangeira;DIY;lavadora - ocasional
2021-05-11;FW008458;WAP NEW ECO WASH;WAP NEW ECO WASH;WAP NEW ECO WASH 2200 220V~ 60Hz;220V;Lavadoras;84243010;7899831308392;;1;7;0;EXCLUSIVO;Estrangeira;DIY;lavadora - ocasional
2021-05-11;FW008457;WAP NEW ECO WASH;WAP NEW ECO WASH;WAP NEW ECO WASH 2200 127V~ 60Hz;127V;Lavadoras;84243010;7899831308385;;1;7;0;EXCLUSIVO;Estrangeira;DIY;lavadora - ocasional
2022-06-14;FW008967;WAP MULTI FLOOR;WAP MULTI FLOOR;WAP MULTI FLOOR;BATERIA;Extratoras;84642029;7899831310968;;1;6.3;0;EXCLUSIVO;Estrangeira;SDA - MOTORS & COMFORT;extratora - sem fio
2023-06-02;FW009485;WAP MOTOSSERRA SABRE 6 K21 S02;WAP MOTOSSERRA SABRE 6 K21 S02;WAP MOTOSSERRA SABRE 6 K21 S02;;Ferramentas;84672200;7899831312627;;1;2;5.2;EXCLUSIVO;Estrangeira;DIY;ferramenta - paraf/furad/mart
2023-05-26;FW009464;WAP MOTOSSERRA SABRE 6 K21 S01;WAP MOTOSSERRA SABRE 6 K21 S01;WAP MOTOSSERRA SABRE 6 K21 S01;;Ferramentas;84672200;7899831312436;;1;2;5.2;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - paraf/furad/mart
2024-06-14;FW010583;WAP MOEDOR DE CAFÉ AROMA WMC200;WAP MOEDOR DE CAFÉ AROMA WMC200;WAP MOEDOR DE CAFÉ AROMA WMC200 220V;;Cozinha;85094090;7899831337255;;1;0.82;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;cozinha
2024-06-14;FW010582;WAP MOEDOR DE CAFÉ AROMA WMC200;WAP MOEDOR DE CAFÉ AROMA WMC200;WAP MOEDOR DE CAFÉ AROMA WMC200 127V;;Cozinha;85094090;7899831337248;;1;0.82;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;cozinha
2023-12-05;FW010139;WAP MIXER 3 EM 1 INOX WM1;WAP MIXER 3 EM 1 INOX WM1;WAP MIXER 3 EM 1 HASTE EM INOX PROSDÓCIMO WM1 220V;220V;Cozinha;85094050;7899831331888;;1;1.2;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;cozinha
2023-12-05;FW010138;WAP MIXER 3 EM 1 INOX WM1;WAP MIXER 3 EM 1 INOX WM1;WAP MIXER 3 EM 1 HASTE EM INOX PROSDÓCIMO WM1 127V;127V;Cozinha;85094050;7899831331871;;1;1.2;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;cozinha
2020-02-12;FW007730;WAP MITE CLEANER UV;WAP MITE CLEANER UV;WAP MITE CLEANER UV 220V;220V;Aspiradores;85081100;7899831302123;;1;1.8;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - portátil
2020-02-12;FW007729;WAP MITE CLEANER UV;WAP MITE CLEANER UV;WAP MITE CLEANER UV 127V;127V;Aspiradores;85081100;7899831302116;;1;1.8;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - portátil
2025-01-16;FW011413;WAP MISTUR DE ARGAMA E TINTA WF MA01;WAP MISTUR DE ARGAMA E TINTA WF MA01;WAP MISTURADOR DE ARGAMASSA E TINTA WF MA01 220V;;Ferramentas;84798210;7899831342778;;1;2.47;0;CATALOGO ABERTO;Estrangeira;SDA - COOKING & BEAUTY;ferramentas
2025-01-16;FW011412;WAP MISTUR DE ARGAMA E TINTA WF MA01;WAP MISTUR DE ARGAMA E TINTA WF MA01;WAP MISTURADOR DE ARGAMASSA E TINTA WF MA01 127V;;Ferramentas;84798210;7899831342761;;1;2.47;0;CATALOGO ABERTO;Estrangeira;SDA - COOKING & BEAUTY;ferramentas
2021-02-04;FW008314;WAP MARTELETE EMPR900K SDS PLUS;WAP MARTELETE EMPR900K SDS PLUS;WAP MARTELETE COMBINADO WAP EMPR900K SDS PLUS 220V;220V;Ferramentas;84672993;7899831306084;;1;5.4;5.2;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - paraf/furad/mart
2021-02-04;FW008313;WAP MARTELETE EMPR900K SDS PLUS;WAP MARTELETE EMPR900K SDS PLUS;WAP MARTELETE COMBINADO WAP EMPR900K SDS PLUS 127V;127V;Ferramentas;84672993;7899831306077;;1;5.4;5.2;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - paraf/furad/mart
2022-08-23;FW009210;WAP MAQUINA DE SOLDA INVERSORA W250B;WAP MAQUINA DE SOLDA INVERSORA W250B;WAP MÁQUINA DE SOLDA INVERSORA MMA W250B;BIVOLT;Ferramentas;85153900;7899831311507;;1;3.33;0;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - solda
2022-08-31;FW009209;WAP MAQUINA DE SOLDA INVERSORA W250;WAP MAQUINA DE SOLDA INVERSORA W250;WAP MÁQUINA DE SOLDA INVERSORA MMA W250 220V;220V;Ferramentas;85153900;7899831311514;;1;3.33;0;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - solda
2021-12-03;FW008667;WAP MANGUEIRA COM ENROLADOR GMEEM01;WAP MANGUEIRA COM ENROLADOR GMEEM01;WAP MANGUEIRA COM ENROLADOR E ESGUICHO MÚLTIPLO GMEEM01;;Jardinagem;84798999;7899831309917;;1;2.47;0;CATALOGO ABERTO;Estrangeira;DIY;garden manual - irrigação
2022-06-15;FW008971;WAP MAGIC;WAP MAGIC;WAP MAGIC;BATERIA;Aspiradores;85081100;7899831310975;;1;6.2;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - sem fio
2025-01-20;FW011415;WAP LIXADEIRA TELES DE PARED WF LT01;WAP LIXADEIRA TELES DE PARED WF LT01;WAP LIXADEIRA TELESCOPICA DE PAREDE WF LT01 220V;;Ferramentas;84659310;7899831342792;;1;2.47;0;CATALOGO ABERTO;Estrangeira;SDA - COOKING & BEAUTY;ferramentas
2025-01-20;FW011414;WAP LIXADEIRA TELES DE PARED WF LT01;WAP LIXADEIRA TELES DE PARED WF LT01;WAP LIXADEIRA TELESCOPICA DE PAREDE WF LT01 127V;;Ferramentas;84659310;7899831342785;;1;2.47;0;CATALOGO ABERTO;Estrangeira;SDA - COOKING & BEAUTY;ferramentas
2023-11-21;FW010115;WAP LIXADEIRA ROTO ORBITAL WF LR01;WAP LIXADEIRA ROTO ORBITAL WF LR01;WAP LIXADEIRA ROTO ORBITAL WF LR01 220V;220V;Ferramentas;84659310;7899831331741;;1;1.4;0;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - serra/lixa/desbas
2023-11-21;FW010112;WAP LIXADEIRA ROTO ORBITAL WF LR01;WAP LIXADEIRA ROTO ORBITAL WF LR01;WAP LIXADEIRA ROTO ORBITAL WF LR01 127V;127V;Ferramentas;84659310;7899831331734;;1;1.4;0;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - serra/lixa/desbas
2022-05-09;FW008919;WAP LIXADEIRA ORBITAL ELO 250;WAP LIXADEIRA ORBITAL ELO 250;WAP LIXADEIRA ORBITAL - WAP ELO 250 220V;220V;Ferramentas;84659310;7899831311002;;1;1.4;0;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - serra/lixa/desbas
2022-05-09;FW008918;WAP LIXADEIRA ORBITAL ELO 250;WAP LIXADEIRA ORBITAL ELO 250;WAP LIXADEIRA ORBITAL - WAP ELO 250 127V;127V;Ferramentas;84659310;7899831310999;;1;1.4;0;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - serra/lixa/desbas
2025-01-20;FW011417;WAP LIXADEIRA DE PAREDE WF LP01;WAP LIXADEIRA DE PAREDE WF LP01;WAP LIXADEIRA DE PAREDE WF LP01 220V;;Ferramentas;84659310;7899831342815;;1;2.47;0;CATALOGO ABERTO;Estrangeira;SDA - COOKING & BEAUTY;ferramentas
2025-01-20;FW011416;WAP LIXADEIRA DE PAREDE WF LP01;WAP LIXADEIRA DE PAREDE WF LP01;WAP LIXADEIRA DE PAREDE WF LP01 127V;;Ferramentas;84659310;7899831342808;;1;2.47;0;CATALOGO ABERTO;Estrangeira;SDA - COOKING & BEAUTY;ferramentas
2023-11-21;FW010103;WAP LIXADEIRA DE CINTA WF LC01;WAP LIXADEIRA DE CINTA WF LC01;WAP LIXADEIRA DE CINTA WF LC01 220V;220V;Ferramentas;84659310;7899831331703;;1;3.15;;CATALOGO ABERTO;Estrangeira;SEM CLASSIFICAÇÃO;ferramenta - serra/lixa/desbas
2023-11-21;FW010100;WAP LIXADEIRA DE CINTA WF LC01;WAP LIXADEIRA DE CINTA WF LC01;WAP LIXADEIRA DE CINTA WF LC01 127V;127V;Ferramentas;84659310;7899831331697;;1;3.15;0;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - serra/lixa/desbas
2024-03-12;FW010341;WAP LIQUIDIFICADOR PROSDÓCIMO WB2000;WAP LIQUIDIFICADOR PROSDÓCIMO WB2000;WAP LIQUIDIFICADOR PROSDÓCIMO WB2000 220V;;Cozinha;85094010;7899831335282;;1;4.36;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;cozinha
2024-03-12;FW010340;WAP LIQUIDIFICADOR PROSDÓCIMO WB2000;WAP LIQUIDIFICADOR PROSDÓCIMO WB2000;WAP LIQUIDIFICADOR PROSDÓCIMO WB2000 127V;;Cozinha;85094010;7899831335299;;1;4.36;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;cozinha
2019-12-20;FW007479;WAP LIFE SPEED;WAP LIFE SPEED;WAP LIFE SPEED 220V~ 60HZ;220V;Aspiradores;85081900;7899831301140;;1;5.1;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - vertical
2019-12-20;FW007478;WAP LIFE SPEED;WAP LIFE SPEED;WAP LIFE SPEED 127V~ 60HZ;127V;Aspiradores;85081900;7899831301133;;1;5.1;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - vertical
2014-05-16;FW004195;WAP LÍDER;WAP LÍDER;WAP LÍDER 2200 220V;220V;Lavadoras;84243010;7898152188904;;1;8.8;0;CATALOGO ABERTO;Estrangeira;DIY;lavadora - ocasional
2014-05-16;FW004194;WAP LÍDER;WAP LÍDER;WAP LÍDER 2200 127V;127V;Lavadoras;84243010;7898152188898;;1;8.8;0;CATALOGO ABERTO;Estrangeira;DIY;lavadora - ocasional
2024-04-25;FW010496;WAP LENS CÂMERA FIXA 100;WAP LENS CÂMERA FIXA 100;WAP LENS CÂMERA FIXA 100;;Câmeras;85258913;7899831336708;;1;0.248;13;CATALOGO ABERTO;Estrangeira;TECH;câmeras
2024-04-26;FW010502;WAP LENS CÂMERA 360° OUTDOOR 300;WAP LENS CÂMERA 360° OUTDOOR 300;WAP LENS CÂMERA 360° OUTDOOR 300;;Câmeras;85258913;7899831336722;;1;0.42;13;CATALOGO ABERTO;Estrangeira;TECH;câmeras
2024-04-26;FW010499;WAP LENS CÂMERA 360° INDOOR 200;WAP LENS CÂMERA 360° INDOOR 200;WAP LENS CÂMERA 360° INDOOR 200;;Câmeras;85258913;7899831336715;;1;0.711;13;CATALOGO ABERTO;Estrangeira;TECH;câmeras
2019-07-19;FW006927;WAP L PROFI 4000;WAP L PROFI 4000;WAP L PROFI 4000 380V 3~- 60HZ;380V;Lavadoras;84243010;7899831300785;;1;87.7;0;CATALOGO ABERTO;Estrangeira;DIY;lavadora - intensivo
2025-04-22;FW011491;WAP L PROFI 2800 TRI;WAP L PROFI 2800 TRI;WAP L PROFI 2800 TRI 380V;;Lavadoras;84243010;7899831343348;;1;50;;CATALOGO ABERTO;Estrangeira;SEM CLASSIFICAÇÃO;lavadora - intensivo
2025-04-22;FW011490;WAP L PROFI 2800 TRI;WAP L PROFI 2800 TRI;WAP L PROFI 2800 TRI 220V;;Lavadoras;84243010;7899831343331;;1;50;;CATALOGO ABERTO;Estrangeira;SEM CLASSIFICAÇÃO;lavadora - intensivo
2019-04-03;FW006554;WAP L PROFI 2500;WAP L PROFI 2500;WAP L PROFI 2500 TURBO 220V~- 60HZ;220V;Lavadoras;84243010;7899831300389;;1;50;0;CATALOGO ABERTO;Estrangeira;DIY;lavadora - intensivo
2017-10-27;FW005860;WAP L PROFI 2500;WAP L PROFI 2500;WAP L PROFI 2500 220V~- 60HZ;220V;Lavadoras;84243010;7898152186733;;1;54;0;CATALOGO ABERTO;Estrangeira;DIY;lavadora - intensivo
2025-04-22;FW011489;WAP L PROFI 2300 TRI;WAP L PROFI 2300 TRI;WAP L PROFI 2300 TRI 380V;;Lavadoras;84243010;7899831343324;;1;50;;CATALOGO ABERTO;Estrangeira;SEM CLASSIFICAÇÃO;lavadora - intensivo
